size,sortedness,uniqueRatio,bestAlgorithm,datasetType
1908,97.06,1.0000,Quick,NearlySorted
954,94.54,1.0000,Insertion,NearlySorted
133,75.76,1.0000,Insertion,NearlySorted
1408,96.30,1.0000,Quick,NearlySorted
325,85.19,1.0000,Insertion,NearlySorted
239,74.79,1.0000,Insertion,NearlySorted
332,89.12,1.0000,Insertion,NearlySorted
1088,99.08,1.0000,Merge,NearlySorted
253,75.79,1.0000,Insertion,NearlySorted
690,87.95,1.0000,Insertion,NearlySorted
380,79.95,1.0000,Insertion,NearlySorted
344,88.92,1.0000,Insertion,NearlySorted
537,91.79,1.0000,Insertion,NearlySorted
921,90.43,1.0000,Insertion,NearlySorted
169,88.10,1.0000,Insertion,NearlySorted
255,93.70,1.0000,Insertion,NearlySorted
289,87.50,1.0000,Insertion,NearlySorted
1393,99.14,1.0000,Merge,NearlySorted
1196,95.56,1.0000,Quick,NearlySorted
1501,97.27,1.0000,Quick,NearlySorted
1307,95.79,1.0000,Quick,NearlySorted
291,92.41,1.0000,Insertion,NearlySorted
1365,98.39,1.0000,Merge,NearlySorted
1390,96.47,1.0000,Quick,NearlySorted
470,84.22,1.0000,Insertion,NearlySorted
617,89.61,1.0000,Insertion,NearlySorted
140,81.29,1.0000,Insertion,NearlySorted
1757,97.61,1.0000,Quick,NearlySorted
1285,95.40,1.0000,Quick,NearlySorted
895,93.40,1.0000,Insertion,NearlySorted
401,84.25,1.0000,Insertion,NearlySorted
414,82.57,1.0000,Insertion,NearlySorted
995,92.86,1.0000,Insertion,NearlySorted
1458,99.18,1.0000,Quick,NearlySorted
816,92.64,1.0000,Insertion,NearlySorted
167,85.54,1.0000,Insertion,NearlySorted
1122,95.18,1.0000,Quick,NearlySorted
1761,95.45,1.0000,Quick,NearlySorted
431,85.58,1.0000,Insertion,NearlySorted
1678,94.93,1.0000,Quick,NearlySorted
177,70.45,1.0000,Insertion,NearlySorted
855,92.62,1.0000,Insertion,NearlySorted
1402,96.72,1.0000,Quick,NearlySorted
1869,97.97,1.0000,Merge,NearlySorted
1741,97.99,1.0000,Merge,NearlySorted
1429,98.60,1.0000,Merge,NearlySorted
1259,94.59,1.0000,Quick,NearlySorted
1254,94.65,1.0000,Quick,NearlySorted
145,71.53,1.0000,Insertion,NearlySorted
1651,98.55,1.0000,Merge,NearlySorted
1939,99.38,1.0000,Merge,NearlySorted
1346,94.05,1.0000,Quick,NearlySorted
866,92.02,1.0000,Insertion,NearlySorted
1748,95.76,1.0000,Quick,NearlySorted
163,88.27,1.0000,Insertion,NearlySorted
1043,95.01,1.0000,Quick,NearlySorted
1856,96.77,1.0000,Merge,NearlySorted
1209,92.63,1.0000,Quick,NearlySorted
1701,96.59,1.0000,Quick,NearlySorted
175,72.99,1.0000,Insertion,NearlySorted
1081,93.33,1.0000,Quick,NearlySorted
969,95.66,1.0000,Insertion,NearlySorted
1807,96.18,1.0000,Quick,NearlySorted
1175,97.10,1.0000,Quick,NearlySorted
1402,99.14,1.0000,Merge,NearlySorted
474,84.36,1.0000,Insertion,NearlySorted
1910,96.91,1.0000,Quick,NearlySorted
979,98.36,1.0000,Insertion,NearlySorted
105,58.65,1.0000,Insertion,NearlySorted
1294,93.74,1.0000,Quick,NearlySorted
1734,95.15,1.0000,Quick,NearlySorted
153,92.76,1.0000,Insertion,NearlySorted
333,84.04,1.0000,Insertion,NearlySorted
264,82.13,1.0000,Insertion,NearlySorted
491,93.67,1.0000,Insertion,NearlySorted
1188,95.70,1.0000,Quick,NearlySorted
557,85.97,1.0000,Insertion,NearlySorted
1751,96.69,1.0000,Quick,NearlySorted
332,83.38,1.0000,Insertion,NearlySorted
1842,94.89,1.0000,Quick,NearlySorted
1713,97.02,1.0000,Quick,NearlySorted
228,72.69,1.0000,Insertion,NearlySorted
337,80.65,1.0000,Insertion,NearlySorted
1985,98.19,1.0000,Merge,NearlySorted
1080,98.52,1.0000,Merge,NearlySorted
1243,96.38,1.0000,Quick,NearlySorted
825,94.66,1.0000,Insertion,NearlySorted
418,92.33,1.0000,Insertion,NearlySorted
301,83.67,1.0000,Insertion,NearlySorted
992,91.22,1.0000,Insertion,NearlySorted
1590,96.54,1.0000,Quick,NearlySorted
1892,99.15,1.0000,Merge,NearlySorted
1437,97.08,1.0000,Merge,NearlySorted
477,91.39,1.0000,Insertion,NearlySorted
1140,98.07,1.0000,Quick,NearlySorted
527,96.20,1.0000,Insertion,NearlySorted
218,82.03,1.0000,Insertion,NearlySorted
734,97.68,1.0000,Insertion,NearlySorted
688,94.03,1.0000,Insertion,NearlySorted
109,91.67,1.0000,Insertion,NearlySorted
1908,98.64,1.0000,Merge,NearlySorted
237,90.25,1.0000,Insertion,NearlySorted
418,93.53,1.0000,Insertion,NearlySorted
634,95.58,1.0000,Insertion,NearlySorted
1148,97.04,1.0000,Quick,NearlySorted
1114,92.09,1.0000,Quick,NearlySorted
1513,98.94,1.0000,Merge,NearlySorted
221,79.09,1.0000,Insertion,NearlySorted
1081,95.65,1.0000,Quick,NearlySorted
503,88.25,1.0000,Insertion,NearlySorted
1892,95.88,1.0000,Quick,NearlySorted
1808,97.45,1.0000,Merge,NearlySorted
1551,94.52,1.0000,Quick,NearlySorted
973,95.78,1.0000,Insertion,NearlySorted
241,72.08,1.0000,Insertion,NearlySorted
1271,95.98,1.0000,Quick,NearlySorted
1953,97.85,1.0000,Quick,NearlySorted
1128,92.55,1.0000,Quick,NearlySorted
1314,94.82,1.0000,Quick,NearlySorted
1569,94.83,1.0000,Quick,NearlySorted
1940,99.48,1.0000,Merge,NearlySorted
801,93.38,1.0000,Insertion,NearlySorted
673,87.80,1.0000,Insertion,NearlySorted
572,88.97,1.0000,Insertion,NearlySorted
798,93.98,1.0000,Insertion,NearlySorted
1627,96.56,1.0000,Quick,NearlySorted
1244,96.78,1.0000,Quick,NearlySorted
498,93.76,1.0000,Insertion,NearlySorted
128,90.55,1.0000,Insertion,NearlySorted
161,84.38,1.0000,Insertion,NearlySorted
1879,97.55,1.0000,Quick,NearlySorted
1182,96.78,1.0000,Quick,NearlySorted
745,96.64,1.0000,Insertion,NearlySorted
1301,94.92,1.0000,Quick,NearlySorted
103,55.88,1.0000,Insertion,NearlySorted
1674,97.31,1.0000,Merge,NearlySorted
680,98.53,1.0000,Insertion,NearlySorted
1519,95.52,1.0000,Quick,NearlySorted
1610,99.38,1.0000,Merge,NearlySorted
275,92.70,1.0000,Insertion,NearlySorted
168,78.44,1.0000,Insertion,NearlySorted
311,88.39,1.0000,Insertion,NearlySorted
1184,94.51,1.0000,Quick,NearlySorted
413,97.09,1.0000,Insertion,NearlySorted
1929,97.87,1.0000,Quick,NearlySorted
123,75.41,1.0000,Insertion,NearlySorted
135,88.06,1.0000,Insertion,NearlySorted
1172,97.61,1.0000,Merge,NearlySorted
910,92.96,1.0000,Insertion,NearlySorted
1587,96.15,1.0000,Quick,NearlySorted
248,86.23,1.0000,Insertion,NearlySorted
305,94.74,1.0000,Insertion,NearlySorted
657,95.12,1.0000,Insertion,NearlySorted
1910,95.39,1.0000,Quick,NearlySorted
1854,98.92,1.0000,Merge,NearlySorted
1033,97.87,1.0000,Merge,NearlySorted
557,86.51,1.0000,Insertion,NearlySorted
585,88.18,1.0000,Insertion,NearlySorted
509,93.70,1.0000,Insertion,NearlySorted
928,95.79,1.0000,Insertion,NearlySorted
1099,92.17,1.0000,Quick,NearlySorted
1492,97.25,1.0000,Quick,NearlySorted
1080,91.20,1.0000,Quick,NearlySorted
719,97.63,1.0000,Insertion,NearlySorted
861,90.00,1.0000,Insertion,NearlySorted
939,97.12,1.0000,Insertion,NearlySorted
1349,98.37,1.0000,Merge,NearlySorted
382,80.31,1.0000,Insertion,NearlySorted
958,97.39,1.0000,Insertion,NearlySorted
109,84.26,1.0000,Insertion,NearlySorted
1321,98.03,1.0000,Quick,NearlySorted
598,88.61,1.0000,Insertion,NearlySorted
460,86.71,1.0000,Insertion,NearlySorted
1959,99.39,1.0000,Merge,NearlySorted
270,79.93,1.0000,Insertion,NearlySorted
587,94.54,1.0000,Insertion,NearlySorted
1231,99.19,1.0000,Merge,NearlySorted
833,89.54,1.0000,Insertion,NearlySorted
1058,92.53,1.0000,Quick,NearlySorted
1715,99.30,1.0000,Merge,NearlySorted
656,88.09,1.0000,Insertion,NearlySorted
472,90.66,1.0000,Insertion,NearlySorted
280,95.70,1.0000,Insertion,NearlySorted
944,93.85,1.0000,Insertion,NearlySorted
1246,99.28,1.0000,Merge,NearlySorted
1215,93.90,1.0000,Quick,NearlySorted
661,87.27,1.0000,Insertion,NearlySorted
860,98.37,1.0000,Insertion,NearlySorted
732,91.93,1.0000,Insertion,NearlySorted
571,93.68,1.0000,Insertion,NearlySorted
1116,95.87,1.0000,Quick,NearlySorted
689,88.08,1.0000,Insertion,NearlySorted
1162,93.11,1.0000,Quick,NearlySorted
542,85.58,1.0000,Insertion,NearlySorted
656,97.25,1.0000,Insertion,NearlySorted
1645,98.42,1.0000,Quick,NearlySorted
1626,94.95,1.0000,Quick,NearlySorted
1753,96.92,1.0000,Quick,NearlySorted
1111,93.33,1.0000,Quick,NearlySorted
1547,96.57,1.0000,Quick,NearlySorted
1954,95.29,1.0000,Quick,NearlySorted
1368,98.39,1.0000,Merge,NearlySorted
223,83.33,1.0000,Insertion,NearlySorted
547,91.76,1.0000,Insertion,NearlySorted
1938,95.35,1.0000,Quick,NearlySorted
908,94.82,1.0000,Insertion,NearlySorted
270,82.16,1.0000,Insertion,NearlySorted
783,93.99,1.0000,Insertion,NearlySorted
1895,97.73,1.0000,Quick,NearlySorted
1476,94.24,1.0000,Merge,NearlySorted
694,94.23,1.0000,Insertion,NearlySorted
1147,98.17,1.0000,Merge,NearlySorted
1050,91.61,1.0000,Quick,NearlySorted
515,86.96,1.0000,Insertion,NearlySorted
1070,94.76,1.0000,Quick,NearlySorted
153,90.79,1.0000,Insertion,NearlySorted
913,92.43,1.0000,Insertion,NearlySorted
698,92.11,1.0000,Insertion,NearlySorted
751,98.13,1.0000,Insertion,NearlySorted
607,88.28,1.0000,Insertion,NearlySorted
1952,95.64,1.0000,Quick,NearlySorted
1784,95.51,1.0000,Quick,NearlySorted
223,79.28,1.0000,Insertion,NearlySorted
521,89.81,1.0000,Insertion,NearlySorted
1193,94.04,1.0000,Quick,NearlySorted
726,92.97,1.0000,Insertion,NearlySorted
948,91.13,1.0000,Insertion,NearlySorted
1651,97.27,1.0000,Quick,NearlySorted
1107,95.39,1.0000,Quick,NearlySorted
183,67.58,1.0000,Insertion,NearlySorted
1768,95.13,1.0000,Quick,NearlySorted
356,92.68,1.0000,Insertion,NearlySorted
1687,97.33,1.0000,Quick,NearlySorted
296,77.97,1.0000,Insertion,NearlySorted
499,92.77,1.0000,Insertion,NearlySorted
109,69.44,1.0000,Insertion,NearlySorted
1597,98.18,1.0000,Merge,NearlySorted
740,96.21,1.0000,Insertion,NearlySorted
1160,95.17,1.0000,Quick,NearlySorted
1673,98.44,1.0000,Quick,NearlySorted
241,85.42,1.0000,Insertion,NearlySorted
291,76.21,1.0000,Insertion,NearlySorted
825,88.96,1.0000,Insertion,NearlySorted
1803,98.34,1.0000,Merge,NearlySorted
1198,95.15,1.0000,Quick,NearlySorted
587,90.61,1.0000,Insertion,NearlySorted
285,87.68,1.0000,Insertion,NearlySorted
1654,97.82,1.0000,Quick,NearlySorted
1313,98.02,1.0000,Merge,NearlySorted
1329,98.80,1.0000,Quick,NearlySorted
322,81.31,1.0000,Insertion,NearlySorted
1115,92.28,1.0000,Quick,NearlySorted
450,82.85,1.0000,Insertion,NearlySorted
1149,96.52,1.0000,Merge,NearlySorted
564,84.72,1.0000,Insertion,NearlySorted
1439,99.03,1.0000,Merge,NearlySorted
935,95.82,1.0000,Insertion,NearlySorted
243,73.55,1.0000,Insertion,NearlySorted
248,76.92,1.0000,Insertion,NearlySorted
640,97.18,1.0000,Insertion,NearlySorted
988,91.89,1.0000,Insertion,NearlySorted
1396,96.77,1.0000,Quick,NearlySorted
488,89.73,1.0000,Insertion,NearlySorted
1720,98.43,1.0000,Quick,NearlySorted
514,93.96,1.0000,Insertion,NearlySorted
2460,95.49,1.0000,Quick,NearlySorted
1993,93.88,1.0000,Quick,NearlySorted
4377,95.73,1.0000,Quick,NearlySorted
934,82.74,1.0000,Insertion,NearlySorted
3790,94.96,1.0000,Quick,NearlySorted
2009,90.79,1.0000,Quick,NearlySorted
2950,96.13,1.0000,Quick,NearlySorted
1472,91.43,1.0000,Quick,NearlySorted
3895,98.87,1.0000,Merge,NearlySorted
2515,97.02,1.0000,Quick,NearlySorted
3164,95.54,1.0000,Quick,NearlySorted
976,85.95,1.0000,Insertion,NearlySorted
2489,94.41,1.0000,Quick,NearlySorted
3957,95.63,1.0000,Quick,NearlySorted
4783,97.91,1.0000,Quick,NearlySorted
4038,95.67,1.0000,Quick,NearlySorted
1047,89.67,1.0000,Quick,NearlySorted
3358,96.93,1.0000,Quick,NearlySorted
2495,93.46,1.0000,Quick,NearlySorted
4138,95.58,1.0000,Quick,NearlySorted
4106,98.37,1.0000,Quick,NearlySorted
3323,98.34,1.0000,Merge,NearlySorted
777,92.14,1.0000,Insertion,NearlySorted
1144,91.69,1.0000,Quick,NearlySorted
4281,98.79,1.0000,Merge,NearlySorted
3510,97.95,1.0000,Quick,NearlySorted
3318,98.31,1.0000,Merge,NearlySorted
1100,90.99,1.0000,Quick,NearlySorted
4585,97.64,1.0000,Quick,NearlySorted
3406,99.30,1.0000,Merge,NearlySorted
4847,98.18,1.0000,Merge,NearlySorted
2291,92.23,1.0000,Quick,NearlySorted
1585,92.17,1.0000,Quick,NearlySorted
3059,98.95,1.0000,Merge,NearlySorted
4482,97.99,1.0000,Merge,NearlySorted
1646,89.67,1.0000,Quick,NearlySorted
2144,93.65,1.0000,Quick,NearlySorted
4325,95.61,1.0000,Quick,NearlySorted
2516,95.07,1.0000,Quick,NearlySorted
900,97.78,1.0000,Insertion,NearlySorted
4512,97.72,1.0000,Merge,NearlySorted
4825,96.39,1.0000,Quick,NearlySorted
2720,96.10,1.0000,Quick,NearlySorted
1215,97.45,1.0000,Quick,NearlySorted
3853,99.27,1.0000,Merge,NearlySorted
4325,96.55,1.0000,Quick,NearlySorted
2349,93.65,1.0000,Quick,NearlySorted
2726,97.65,1.0000,Quick,NearlySorted
3306,96.22,1.0000,Quick,NearlySorted
4573,98.95,1.0000,Merge,NearlySorted
1001,86.30,1.0000,Quick,NearlySorted
996,90.75,1.0000,Insertion,NearlySorted
4101,96.80,1.0000,Quick,NearlySorted
3001,94.70,1.0000,Quick,NearlySorted
1292,88.69,1.0000,Quick,NearlySorted
1141,90.35,1.0000,Quick,NearlySorted
3202,96.75,1.0000,Quick,NearlySorted
1775,93.29,1.0000,Quick,NearlySorted
3187,95.45,1.0000,Merge,NearlySorted
3121,97.76,1.0000,Quick,NearlySorted
3953,95.75,1.0000,Quick,NearlySorted
1173,88.99,1.0000,Quick,NearlySorted
1748,92.67,1.0000,Quick,NearlySorted
3990,95.59,1.0000,Quick,NearlySorted
2631,94.94,1.0000,Quick,NearlySorted
4779,97.20,1.0000,Quick,NearlySorted
4529,98.87,1.0000,Merge,NearlySorted
1556,95.88,1.0000,Quick,NearlySorted
867,87.07,1.0000,Insertion,NearlySorted
2313,93.60,1.0000,Quick,NearlySorted
821,92.20,1.0000,Insertion,NearlySorted
3123,98.24,1.0000,Quick,NearlySorted
3923,99.49,1.0000,Merge,NearlySorted
2342,95.73,1.0000,Quick,NearlySorted
4419,99.28,1.0000,Merge,NearlySorted
2508,93.86,1.0000,Quick,NearlySorted
2640,98.26,1.0000,Quick,NearlySorted
3411,97.54,1.0000,Quick,NearlySorted
3153,97.21,1.0000,Quick,NearlySorted
1489,90.59,1.0000,Quick,NearlySorted
1836,96.02,1.0000,Quick,NearlySorted
2396,98.83,1.0000,Merge,NearlySorted
2746,95.12,1.0000,Quick,NearlySorted
658,92.24,1.0000,Insertion,NearlySorted
3966,99.22,1.0000,Merge,NearlySorted
1135,92.50,1.0000,Quick,NearlySorted
4909,96.70,1.0000,Quick,NearlySorted
4336,97.72,1.0000,Quick,NearlySorted
1270,94.48,1.0000,Quick,NearlySorted
3437,97.70,1.0000,Quick,NearlySorted
1097,95.07,1.0000,Quick,NearlySorted
3603,97.36,1.0000,Quick,NearlySorted
4550,99.12,1.0000,Merge,NearlySorted
2130,93.14,1.0000,Quick,NearlySorted
3573,98.43,1.0000,Merge,NearlySorted
4000,97.20,1.0000,Merge,NearlySorted
4927,98.40,1.0000,Quick,NearlySorted
790,81.50,1.0000,Insertion,NearlySorted
2387,93.63,1.0000,Quick,NearlySorted
3135,99.01,1.0000,Merge,NearlySorted
4906,98.29,1.0000,Quick,NearlySorted
1306,87.13,1.0000,Quick,NearlySorted
2578,94.02,1.0000,Quick,NearlySorted
1098,90.88,1.0000,Quick,NearlySorted
1296,88.19,1.0000,Quick,NearlySorted
2862,97.90,1.0000,Quick,NearlySorted
3293,95.87,1.0000,Quick,NearlySorted
3125,95.33,1.0000,Quick,NearlySorted
1583,98.74,1.0000,Merge,NearlySorted
3071,99.35,1.0000,Merge,NearlySorted
4848,96.68,1.0000,Quick,NearlySorted
645,88.04,1.0000,Insertion,NearlySorted
1323,90.70,1.0000,Quick,NearlySorted
4820,97.95,1.0000,Merge,NearlySorted
4820,97.51,1.0000,Quick,NearlySorted
3071,96.97,1.0000,Quick,NearlySorted
3746,96.50,1.0000,Quick,NearlySorted
1932,91.46,1.0000,Quick,NearlySorted
1861,96.24,1.0000,Quick,NearlySorted
771,82.60,1.0000,Insertion,NearlySorted
2825,98.87,1.0000,Merge,NearlySorted
3970,95.82,1.0000,Quick,NearlySorted
1286,91.75,1.0000,Quick,NearlySorted
4987,97.91,1.0000,Merge,NearlySorted
1129,96.54,1.0000,Quick,NearlySorted
2709,93.50,1.0000,Quick,NearlySorted
3353,98.96,1.0000,Merge,NearlySorted
3492,96.91,1.0000,Quick,NearlySorted
5000,98.96,1.0000,Merge,NearlySorted
4090,97.14,1.0000,Quick,NearlySorted
3248,95.81,1.0000,Quick,NearlySorted
2011,96.12,1.0000,Quick,NearlySorted
4298,95.86,1.0000,Quick,NearlySorted
2369,92.44,1.0000,Quick,NearlySorted
1409,97.02,1.0000,Merge,NearlySorted
2383,95.30,1.0000,Quick,NearlySorted
1344,88.16,1.0000,Quick,NearlySorted
2001,98.25,1.0000,Merge,NearlySorted
4231,97.85,1.0000,Quick,NearlySorted
4476,98.48,1.0000,Merge,NearlySorted
4933,97.04,1.0000,Quick,NearlySorted
1999,96.25,1.0000,Quick,NearlySorted
918,87.46,1.0000,Insertion,NearlySorted
4090,97.58,1.0000,Quick,NearlySorted
3576,94.94,1.0000,Quick,NearlySorted
822,87.82,1.0000,Insertion,NearlySorted
4485,97.32,1.0000,Quick,NearlySorted
4836,99.34,1.0000,Merge,NearlySorted
4485,96.14,1.0000,Quick,NearlySorted
2489,97.15,1.0000,Quick,NearlySorted
4440,99.12,1.0000,Merge,NearlySorted
650,96.92,1.0000,Insertion,NearlySorted
927,95.79,1.0000,Insertion,NearlySorted
2878,94.86,1.0000,Quick,NearlySorted
3139,95.47,1.0000,Quick,NearlySorted
1864,95.71,1.0000,Quick,NearlySorted
3436,97.26,1.0000,Quick,NearlySorted
523,75.86,1.0000,Insertion,NearlySorted
3100,96.06,1.0000,Quick,NearlySorted
3681,96.49,1.0000,Quick,NearlySorted
2972,93.60,1.0000,Quick,NearlySorted
3991,98.82,1.0000,Merge,NearlySorted
4091,97.02,1.0000,Quick,NearlySorted
2137,97.47,1.0000,Quick,NearlySorted
977,85.45,1.0000,Insertion,NearlySorted
1419,92.45,1.0000,Quick,NearlySorted
1435,89.61,1.0000,Quick,NearlySorted
3085,96.89,1.0000,Merge,NearlySorted
1146,91.79,1.0000,Quick,NearlySorted
2135,91.94,1.0000,Quick,NearlySorted
1137,85.04,1.0000,Quick,NearlySorted
1682,93.93,1.0000,Quick,NearlySorted
3276,97.07,1.0000,Quick,NearlySorted
3422,97.54,1.0000,Quick,NearlySorted
878,90.31,1.0000,Insertion,NearlySorted
2440,95.04,1.0000,Quick,NearlySorted
4818,96.62,1.0000,Merge,NearlySorted
1480,93.85,1.0000,Quick,NearlySorted
2555,96.91,1.0000,Quick,NearlySorted
2936,95.67,1.0000,Quick,NearlySorted
2489,96.86,1.0000,Quick,NearlySorted
3217,97.14,1.0000,Merge,NearlySorted
4261,96.74,1.0000,Quick,NearlySorted
4196,99.14,1.0000,Merge,NearlySorted
4435,96.62,1.0000,Quick,NearlySorted
2266,97.88,1.0000,Quick,NearlySorted
3418,99.00,1.0000,Merge,NearlySorted
1983,91.17,1.0000,Quick,NearlySorted
2601,95.62,1.0000,Quick,NearlySorted
1167,95.45,1.0000,Quick,NearlySorted
1824,96.22,1.0000,Quick,NearlySorted
3862,99.27,1.0000,Merge,NearlySorted
4399,98.84,1.0000,Merge,NearlySorted
4378,98.99,1.0000,Merge,NearlySorted
1929,98.03,1.0000,Merge,NearlySorted
1786,93.78,1.0000,Quick,NearlySorted
1355,96.82,1.0000,Merge,NearlySorted
547,86.63,1.0000,Insertion,NearlySorted
3151,98.54,1.0000,Quick,NearlySorted
1929,91.13,1.0000,Quick,NearlySorted
692,89.87,1.0000,Insertion,NearlySorted
1420,91.97,1.0000,Quick,NearlySorted
4464,98.75,1.0000,Merge,NearlySorted
3362,98.45,1.0000,Quick,NearlySorted
3520,98.75,1.0000,Quick,NearlySorted
3890,95.83,1.0000,Quick,NearlySorted
4954,98.08,1.0000,Quick,NearlySorted
2953,96.34,1.0000,Quick,NearlySorted
3178,95.69,1.0000,Quick,NearlySorted
4163,95.41,1.0000,Quick,NearlySorted
3242,99.38,1.0000,Merge,NearlySorted
3412,99.18,1.0000,Merge,NearlySorted
1411,94.18,1.0000,Quick,NearlySorted
1813,95.92,1.0000,Quick,NearlySorted
3759,95.21,1.0000,Quick,NearlySorted
3791,96.17,1.0000,Quick,NearlySorted
1793,90.51,1.0000,Quick,NearlySorted
3620,97.65,1.0000,Quick,NearlySorted
4477,98.57,1.0000,Merge,NearlySorted
2329,96.52,1.0000,Quick,NearlySorted
4117,98.93,1.0000,Merge,NearlySorted
3828,97.41,1.0000,Quick,NearlySorted
556,95.86,1.0000,Insertion,NearlySorted
1731,96.07,1.0000,Quick,NearlySorted
1943,93.05,1.0000,Quick,NearlySorted
4456,98.16,1.0000,Merge,NearlySorted
2614,95.98,1.0000,Quick,NearlySorted
2905,99.04,1.0000,Merge,NearlySorted
1561,90.58,1.0000,Quick,NearlySorted
2369,92.82,1.0000,Quick,NearlySorted
2291,96.51,1.0000,Quick,NearlySorted
4631,98.14,1.0000,Merge,NearlySorted
2867,94.87,1.0000,Merge,NearlySorted
4812,97.92,1.0000,Quick,NearlySorted
2122,95.33,1.0000,Quick,NearlySorted
3986,97.37,1.0000,Quick,NearlySorted
2035,92.48,1.0000,Quick,NearlySorted
2318,98.32,1.0000,Quick,NearlySorted
904,91.25,1.0000,Insertion,NearlySorted
4998,96.56,1.0000,Quick,NearlySorted
1455,98.07,1.0000,Merge,NearlySorted
1347,88.04,1.0000,Quick,NearlySorted
4753,97.58,1.0000,Quick,NearlySorted
1724,89.84,1.0000,Quick,NearlySorted
4862,99.26,1.0000,Merge,NearlySorted
4132,95.81,1.0000,Quick,NearlySorted
2836,93.79,1.0000,Quick,NearlySorted
3192,96.33,1.0000,Quick,NearlySorted
4099,99.32,1.0000,Merge,NearlySorted
706,85.82,1.0000,Insertion,NearlySorted
857,95.09,1.0000,Insertion,NearlySorted
3548,96.00,1.0000,Quick,NearlySorted
2747,94.61,1.0000,Quick,NearlySorted
2135,92.92,1.0000,Quick,NearlySorted
4671,98.05,1.0000,Quick,NearlySorted
1696,90.44,1.0000,Quick,NearlySorted
3045,95.73,1.0000,Quick,NearlySorted
3392,95.69,1.0000,Merge,NearlySorted
3091,96.41,1.0000,Quick,NearlySorted
1738,93.49,1.0000,Quick,NearlySorted
2157,97.26,1.0000,Quick,NearlySorted
3268,95.65,1.0000,Quick,NearlySorted
599,75.25,1.0000,Insertion,NearlySorted
2154,95.12,1.0000,Quick,NearlySorted
4410,96.03,1.0000,Quick,NearlySorted
1914,93.73,1.0000,Quick,NearlySorted
1513,94.58,1.0000,Quick,NearlySorted
2531,99.05,1.0000,Merge,NearlySorted
3606,97.92,1.0000,Quick,NearlySorted
2415,94.66,1.0000,Quick,NearlySorted
2480,94.35,1.0000,Quick,NearlySorted
3783,99.26,1.0000,Merge,NearlySorted
4500,95.64,1.0000,Quick,NearlySorted
1917,94.73,1.0000,Quick,NearlySorted
2038,94.16,1.0000,Quick,NearlySorted
4170,96.40,1.0000,Quick,NearlySorted
2473,96.56,1.0000,Quick,NearlySorted
4405,99.55,1.0000,Merge,NearlySorted
3454,95.86,1.0000,Quick,NearlySorted
1401,90.71,1.0000,Quick,NearlySorted
1545,91.19,1.0000,Quick,NearlySorted
2980,97.18,1.0000,Quick,NearlySorted
3960,98.08,1.0000,Quick,NearlySorted
1674,95.70,1.0000,Quick,NearlySorted
3916,97.14,1.0000,Quick,NearlySorted
3501,94.94,1.0000,Quick,NearlySorted
1022,88.44,1.0000,Quick,NearlySorted
3285,98.57,1.0000,Merge,NearlySorted
2989,99.33,1.0000,Merge,NearlySorted
3997,99.40,1.0000,Merge,NearlySorted
1122,92.86,1.0000,Quick,NearlySorted
3879,97.29,1.0000,Quick,NearlySorted
3757,98.96,1.0000,Merge,NearlySorted
1252,94.80,1.0000,Quick,NearlySorted
4013,99.30,1.0000,Merge,NearlySorted
2584,98.49,1.0000,Quick,NearlySorted
2718,97.31,1.0000,Quick,NearlySorted
3092,97.22,1.0000,Merge,NearlySorted
4027,98.73,1.0000,Merge,NearlySorted
2542,95.71,1.0000,Quick,NearlySorted
1938,95.82,1.0000,Quick,NearlySorted
3630,98.37,1.0000,Merge,NearlySorted
1675,90.50,1.0000,Quick,NearlySorted
1787,94.62,1.0000,Quick,NearlySorted
2640,94.92,1.0000,Quick,NearlySorted
2740,95.98,1.0000,Quick,NearlySorted
1716,91.84,1.0000,Quick,NearlySorted
2290,95.11,1.0000,Quick,NearlySorted
2256,96.19,1.0000,Quick,NearlySorted
1168,97.60,1.0000,Quick,NearlySorted
3874,99.41,1.0000,Merge,NearlySorted
2674,97.57,1.0000,Quick,NearlySorted
3109,96.91,1.0000,Quick,NearlySorted
3727,96.62,1.0000,Quick,NearlySorted
727,95.45,1.0000,Insertion,NearlySorted
4243,97.88,1.0000,Merge,NearlySorted
973,88.37,1.0000,Insertion,NearlySorted
3971,96.07,1.0000,Quick,NearlySorted
969,97.52,1.0000,Insertion,NearlySorted
3651,94.79,1.0000,Quick,NearlySorted
3459,99.31,1.0000,Merge,NearlySorted
1580,94.55,1.0000,Quick,NearlySorted
906,94.92,1.0000,Insertion,NearlySorted
1868,95.50,1.0000,Merge,NearlySorted
4792,98.71,1.0000,Merge,NearlySorted
653,78.68,1.0000,Quick,NearlySorted
4301,97.63,1.0000,Merge,NearlySorted
2385,93.58,1.0000,Quick,NearlySorted
1020,86.06,1.0000,Quick,NearlySorted
4251,98.96,1.0000,Merge,NearlySorted
1985,94.91,1.0000,Quick,NearlySorted
3146,95.26,1.0000,Quick,NearlySorted
2463,96.22,1.0000,Quick,NearlySorted
146,0.00,1.0000,Insertion,Reversed
271,0.00,1.0000,Insertion,Reversed
275,0.00,1.0000,Insertion,Reversed
91,0.00,1.0000,Insertion,Reversed
368,0.00,1.0000,Insertion,Reversed
379,0.00,1.0000,Insertion,Reversed
170,0.00,1.0000,Insertion,Reversed
165,0.00,1.0000,Insertion,Reversed
143,0.00,1.0000,Insertion,Reversed
245,0.00,1.0000,Insertion,Reversed
